afd_support_t,electoral_loss,party_clean,wahlperiode_cat,afd_support_c,electoral_loss_c,afd_x_loss,loss_level,predicted_distance,ci_95_low,ci_95_high
15.182,1.188,cdu/csu,WP19,0.646,1.175,0.758,Hoher Verlust,0.729,0.692,0.765
15.354,1.188,cdu/csu,WP19,0.817,1.175,0.960,Hoher Verlust,0.730,0.693,0.767
15.525,1.188,cdu/csu,WP19,0.989,1.175,1.162,Hoher Verlust,0.731,0.693,0.769
15.697,1.188,cdu/csu,WP19,1.161,1.175,1.363,Hoher Verlust,0.732,0.694,0.770
15.869,1.188,cdu/csu,WP19,1.333,1.175,1.565,Hoher Verlust,0.733,0.695,0.772
16.040,1.188,cdu/csu,WP19,1.504,1.175,1.767,Hoher Verlust,0.735,0.696,0.773
16.212,1.188,cdu/csu,WP19,1.676,1.175,1.969,Hoher Verlust,0.736,0.696,0.775
16.384,1.188,cdu/csu,WP19,1.848,1.175,2.170,Hoher Verlust,0.737,0.697,0.777
16.556,1.188,cdu/csu,WP19,2.019,1.175,2.372,Hoher Verlust,0.738,0.698,0.778
16.727,1.188,cdu/csu,WP19,2.191,1.175,2.574,Hoher Verlust,0.739,0.699,0.780
16.899,1.188,cdu/csu,WP19,2.363,1.175,2.775,Hoher Verlust,0.740,0.699,0.782
17.071,1.188,cdu/csu,WP19,2.535,1.175,2.977,Hoher Verlust,0.742,0.700,0.783
17.242,1.188,cdu/csu,WP19,2.706,1.175,3.179,Hoher Verlust,0.743,0.700,0.785
17.414,1.188,cdu/csu,WP19,2.878,1.175,3.380,Hoher Verlust,0.744,0.701,0.787
17.586,1.188,cdu/csu,WP19,3.050,1.175,3.582,Hoher Verlust,0.745,0.702,0.789
17.758,1.188,cdu/csu,WP19,3.221,1.175,3.784,Hoher Verlust,0.746,0.702,0.791
17.929,1.188,cdu/csu,WP19,3.393,1.175,3.985,Hoher Verlust,0.748,0.703,0.792
18.101,1.188,cdu/csu,WP19,3.565,1.175,4.187,Hoher Verlust,0.749,0.703,0.794
18.273,1.188,cdu/csu,WP19,3.737,1.175,4.389,Hoher Verlust,0.750,0.704,0.796
18.444,1.188,cdu/csu,WP19,3.908,1.175,4.591,Hoher Verlust,0.751,0.704,0.798
18.616,1.188,cdu/csu,WP19,4.080,1.175,4.792,Hoher Verlust,0.752,0.705,0.800
18.788,1.188,cdu/csu,WP19,4.252,1.175,4.994,Hoher Verlust,0.753,0.705,0.802
18.960,1.188,cdu/csu,WP19,4.423,1.175,5.196,Hoher Verlust,0.755,0.706,0.804
19.131,1.188,cdu/csu,WP19,4.595,1.175,5.397,Hoher Verlust,0.756,0.706,0.806
19.303,1.188,cdu/csu,WP19,4.767,1.175,5.599,Hoher Verlust,0.757,0.707,0.807
19.475,1.188,cdu/csu,WP19,4.939,1.175,5.801,Hoher Verlust,0.758,0.707,0.809
19.646,1.188,cdu/csu,WP19,5.110,1.175,6.002,Hoher Verlust,0.759,0.708,0.811
19.818,1.188,cdu/csu,WP19,5.282,1.175,6.204,Hoher Verlust,0.761,0.708,0.813
19.990,1.188,cdu/csu,WP19,5.454,1.175,6.406,Hoher Verlust,0.762,0.708,0.815
20.162,1.188,cdu/csu,WP19,5.625,1.175,6.607,Hoher Verlust,0.763,0.709,0.817
20.333,1.188,cdu/csu,WP19,5.797,1.175,6.809,Hoher Verlust,0.764,0.709,0.819
20.505,1.188,cdu/csu,WP19,5.969,1.175,7.011,Hoher Verlust,0.765,0.710,0.821
20.677,1.188,cdu/csu,WP19,6.141,1.175,7.213,Hoher Verlust,0.767,0.710,0.823
20.848,1.188,cdu/csu,WP19,6.312,1.175,7.414,Hoher Verlust,0.768,0.710,0.825
21.020,1.188,cdu/csu,WP19,6.484,1.175,7.616,Hoher Verlust,0.769,0.711,0.827
21.192,1.188,cdu/csu,WP19,6.656,1.175,7.818,Hoher Verlust,0.770,0.711,0.829
21.364,1.188,cdu/csu,WP19,6.827,1.175,8.019,Hoher Verlust,0.771,0.711,0.831
21.535,1.188,cdu/csu,WP19,6.999,1.175,8.221,Hoher Verlust,0.772,0.712,0.833
21.707,1.188,cdu/csu,WP19,7.171,1.175,8.423,Hoher Verlust,0.774,0.712,0.835
21.879,1.188,cdu/csu,WP19,7.343,1.175,8.624,Hoher Verlust,0.775,0.712,0.837
22.051,1.188,cdu/csu,WP19,7.514,1.175,8.826,Hoher Verlust,0.776,0.713,0.839
22.222,1.188,cdu/csu,WP19,7.686,1.175,9.028,Hoher Verlust,0.777,0.713,0.841
22.394,1.188,cdu/csu,WP19,7.858,1.175,9.229,Hoher Verlust,0.778,0.713,0.843
22.566,1.188,cdu/csu,WP19,8.030,1.175,9.431,Hoher Verlust,0.780,0.714,0.845
22.737,1.188,cdu/csu,WP19,8.201,1.175,9.633,Hoher Verlust,0.781,0.714,0.848
22.909,1.188,cdu/csu,WP19,8.373,1.175,9.835,Hoher Verlust,0.782,0.714,0.850
23.081,1.188,cdu/csu,WP19,8.545,1.175,10.036,Hoher Verlust,0.783,0.715,0.852
23.253,1.188,cdu/csu,WP19,8.716,1.175,10.238,Hoher Verlust,0.784,0.715,0.854
23.424,1.188,cdu/csu,WP19,8.888,1.175,10.440,Hoher Verlust,0.785,0.715,0.856
23.596,1.188,cdu/csu,WP19,9.060,1.175,10.641,Hoher Verlust,0.787,0.715,0.858
23.768,1.188,cdu/csu,WP19,9.232,1.175,10.843,Hoher Verlust,0.788,0.716,0.860
23.939,1.188,cdu/csu,WP19,9.403,1.175,11.045,Hoher Verlust,0.789,0.716,0.862
24.111,1.188,cdu/csu,WP19,9.575,1.175,11.246,Hoher Verlust,0.790,0.716,0.864
24.283,1.188,cdu/csu,WP19,9.747,1.175,11.448,Hoher Verlust,0.791,0.717,0.866
24.455,1.188,cdu/csu,WP19,9.918,1.175,11.650,Hoher Verlust,0.793,0.717,0.868
24.626,1.188,cdu/csu,WP19,10.090,1.175,11.851,Hoher Verlust,0.794,0.717,0.870
24.798,1.188,cdu/csu,WP19,10.262,1.175,12.053,Hoher Verlust,0.795,0.717,0.873
24.970,1.188,cdu/csu,WP19,10.434,1.175,12.255,Hoher Verlust,0.796,0.718,0.875
25.141,1.188,cdu/csu,WP19,10.605,1.175,12.457,Hoher Verlust,0.797,0.718,0.877
25.313,1.188,cdu/csu,WP19,10.777,1.175,12.658,Hoher Verlust,0.799,0.718,0.879
25.485,1.188,cdu/csu,WP19,10.949,1.175,12.860,Hoher Verlust,0.800,0.718,0.881
25.657,1.188,cdu/csu,WP19,11.120,1.175,13.062,Hoher Verlust,0.801,0.719,0.883
25.828,1.188,cdu/csu,WP19,11.292,1.175,13.263,Hoher Verlust,0.802,0.719,0.885
26.000,1.188,cdu/csu,WP19,11.464,1.175,13.465,Hoher Verlust,0.803,0.719,0.887
