afd_support_t,afd_proximity_ordinal,party_clean,wahlperiode_cat,afd_support_c,proximity_c,afd_x_proximity,predicted_distance,ci_95_low,ci_95_high
10.717,3.000,cdu/csu,WP19,-3.846,1.007,-3.872,0.701,0.666,0.736
10.889,3.000,cdu/csu,WP19,-3.674,1.007,-3.699,0.702,0.667,0.736
11.061,3.000,cdu/csu,WP19,-3.502,1.007,-3.526,0.703,0.669,0.737
11.232,3.000,cdu/csu,WP19,-3.331,1.007,-3.353,0.704,0.670,0.738
11.404,3.000,cdu/csu,WP19,-3.159,1.007,-3.180,0.705,0.671,0.738
11.576,3.000,cdu/csu,WP19,-2.987,1.007,-3.007,0.705,0.672,0.739
11.747,3.000,cdu/csu,WP19,-2.815,1.007,-2.834,0.706,0.673,0.740
11.919,3.000,cdu/csu,WP19,-2.644,1.007,-2.662,0.707,0.674,0.740
12.091,3.000,cdu/csu,WP19,-2.472,1.007,-2.489,0.708,0.675,0.741
12.263,3.000,cdu/csu,WP19,-2.300,1.007,-2.316,0.709,0.676,0.742
12.434,3.000,cdu/csu,WP19,-2.129,1.007,-2.143,0.710,0.678,0.743
12.606,3.000,cdu/csu,WP19,-1.957,1.007,-1.970,0.711,0.679,0.744
12.778,3.000,cdu/csu,WP19,-1.785,1.007,-1.797,0.712,0.680,0.745
12.949,3.000,cdu/csu,WP19,-1.613,1.007,-1.624,0.713,0.681,0.746
13.121,3.000,cdu/csu,WP19,-1.442,1.007,-1.451,0.714,0.681,0.746
13.293,3.000,cdu/csu,WP19,-1.270,1.007,-1.279,0.715,0.682,0.747
13.465,3.000,cdu/csu,WP19,-1.098,1.007,-1.106,0.716,0.683,0.748
13.636,3.000,cdu/csu,WP19,-0.927,1.007,-0.933,0.717,0.684,0.749
13.808,3.000,cdu/csu,WP19,-0.755,1.007,-0.760,0.718,0.685,0.750
13.980,3.000,cdu/csu,WP19,-0.583,1.007,-0.587,0.719,0.686,0.751
14.152,3.000,cdu/csu,WP19,-0.411,1.007,-0.414,0.720,0.687,0.753
14.323,3.000,cdu/csu,WP19,-0.240,1.007,-0.241,0.721,0.687,0.754
14.495,3.000,cdu/csu,WP19,-0.068,1.007,-0.068,0.721,0.688,0.755
14.667,3.000,cdu/csu,WP19,0.104,1.007,0.104,0.722,0.689,0.756
14.838,3.000,cdu/csu,WP19,0.275,1.007,0.277,0.723,0.690,0.757
15.010,3.000,cdu/csu,WP19,0.447,1.007,0.450,0.724,0.690,0.758
15.182,3.000,cdu/csu,WP19,0.619,1.007,0.623,0.725,0.691,0.759
15.354,3.000,cdu/csu,WP19,0.791,1.007,0.796,0.726,0.692,0.761
15.525,3.000,cdu/csu,WP19,0.962,1.007,0.969,0.727,0.692,0.762
15.697,3.000,cdu/csu,WP19,1.134,1.007,1.142,0.728,0.693,0.763
15.869,3.000,cdu/csu,WP19,1.306,1.007,1.315,0.729,0.694,0.765
16.040,3.000,cdu/csu,WP19,1.477,1.007,1.487,0.730,0.694,0.766
16.212,3.000,cdu/csu,WP19,1.649,1.007,1.660,0.731,0.695,0.767
16.384,3.000,cdu/csu,WP19,1.821,1.007,1.833,0.732,0.695,0.768
16.556,3.000,cdu/csu,WP19,1.993,1.007,2.006,0.733,0.696,0.770
16.727,3.000,cdu/csu,WP19,2.164,1.007,2.179,0.734,0.696,0.771
16.899,3.000,cdu/csu,WP19,2.336,1.007,2.352,0.735,0.697,0.773
17.071,3.000,cdu/csu,WP19,2.508,1.007,2.525,0.736,0.697,0.774
17.242,3.000,cdu/csu,WP19,2.680,1.007,2.698,0.737,0.698,0.775
17.414,3.000,cdu/csu,WP19,2.851,1.007,2.871,0.737,0.698,0.777
17.586,3.000,cdu/csu,WP19,3.023,1.007,3.043,0.738,0.698,0.778
17.758,3.000,cdu/csu,WP19,3.195,1.007,3.216,0.739,0.699,0.780
17.929,3.000,cdu/csu,WP19,3.366,1.007,3.389,0.740,0.699,0.781
18.101,3.000,cdu/csu,WP19,3.538,1.007,3.562,0.741,0.700,0.783
18.273,3.000,cdu/csu,WP19,3.710,1.007,3.735,0.742,0.700,0.784
18.444,3.000,cdu/csu,WP19,3.882,1.007,3.908,0.743,0.700,0.786
18.616,3.000,cdu/csu,WP19,4.053,1.007,4.081,0.744,0.701,0.787
18.788,3.000,cdu/csu,WP19,4.225,1.007,4.254,0.745,0.701,0.789
18.960,3.000,cdu/csu,WP19,4.397,1.007,4.426,0.746,0.701,0.790
19.131,3.000,cdu/csu,WP19,4.568,1.007,4.599,0.747,0.702,0.792
19.303,3.000,cdu/csu,WP19,4.740,1.007,4.772,0.748,0.702,0.793
19.475,3.000,cdu/csu,WP19,4.912,1.007,4.945,0.749,0.702,0.795
19.646,3.000,cdu/csu,WP19,5.084,1.007,5.118,0.750,0.703,0.797
19.818,3.000,cdu/csu,WP19,5.255,1.007,5.291,0.751,0.703,0.798
19.990,3.000,cdu/csu,WP19,5.427,1.007,5.464,0.752,0.703,0.800
20.162,3.000,cdu/csu,WP19,5.599,1.007,5.637,0.753,0.704,0.801
20.333,3.000,cdu/csu,WP19,5.770,1.007,5.809,0.753,0.704,0.803
20.505,3.000,cdu/csu,WP19,5.942,1.007,5.982,0.754,0.704,0.805
20.677,3.000,cdu/csu,WP19,6.114,1.007,6.155,0.755,0.704,0.806
20.848,3.000,cdu/csu,WP19,6.286,1.007,6.328,0.756,0.705,0.808
21.020,3.000,cdu/csu,WP19,6.457,1.007,6.501,0.757,0.705,0.810
21.192,3.000,cdu/csu,WP19,6.629,1.007,6.674,0.758,0.705,0.811
21.364,3.000,cdu/csu,WP19,6.801,1.007,6.847,0.759,0.705,0.813
21.535,3.000,cdu/csu,WP19,6.972,1.007,7.020,0.760,0.706,0.814
21.707,3.000,cdu/csu,WP19,7.144,1.007,7.192,0.761,0.706,0.816
21.879,3.000,cdu/csu,WP19,7.316,1.007,7.365,0.762,0.706,0.818
22.051,3.000,cdu/csu,WP19,7.488,1.007,7.538,0.763,0.706,0.819
22.222,3.000,cdu/csu,WP19,7.659,1.007,7.711,0.764,0.707,0.821
22.394,3.000,cdu/csu,WP19,7.831,1.007,7.884,0.765,0.707,0.823
22.566,3.000,cdu/csu,WP19,8.003,1.007,8.057,0.766,0.707,0.824
22.737,3.000,cdu/csu,WP19,8.174,1.007,8.230,0.767,0.707,0.826
22.909,3.000,cdu/csu,WP19,8.346,1.007,8.403,0.768,0.707,0.828
23.081,3.000,cdu/csu,WP19,8.518,1.007,8.576,0.769,0.707,0.830
23.253,3.000,cdu/csu,WP19,8.690,1.007,8.748,0.769,0.708,0.831
23.424,3.000,cdu/csu,WP19,8.861,1.007,8.921,0.770,0.708,0.833
23.596,3.000,cdu/csu,WP19,9.033,1.007,9.094,0.771,0.708,0.835
23.768,3.000,cdu/csu,WP19,9.205,1.007,9.267,0.772,0.708,0.836
23.939,3.000,cdu/csu,WP19,9.376,1.007,9.440,0.773,0.708,0.838
24.111,3.000,cdu/csu,WP19,9.548,1.007,9.613,0.774,0.709,0.840
24.283,3.000,cdu/csu,WP19,9.720,1.007,9.786,0.775,0.709,0.841
24.455,3.000,cdu/csu,WP19,9.892,1.007,9.959,0.776,0.709,0.843
24.626,3.000,cdu/csu,WP19,10.063,1.007,10.131,0.777,0.709,0.845
24.798,3.000,cdu/csu,WP19,10.235,1.007,10.304,0.778,0.709,0.847
24.970,3.000,cdu/csu,WP19,10.407,1.007,10.477,0.779,0.709,0.848
25.141,3.000,cdu/csu,WP19,10.578,1.007,10.650,0.780,0.710,0.850
25.313,3.000,cdu/csu,WP19,10.750,1.007,10.823,0.781,0.710,0.852
25.485,3.000,cdu/csu,WP19,10.922,1.007,10.996,0.782,0.710,0.854
25.657,3.000,cdu/csu,WP19,11.094,1.007,11.169,0.783,0.710,0.855
25.828,3.000,cdu/csu,WP19,11.265,1.007,11.342,0.784,0.710,0.857
26.000,3.000,cdu/csu,WP19,11.437,1.007,11.514,0.784,0.710,0.859
9.000,4.000,cdu/csu,WP19,-5.563,2.007,-11.163,0.696,0.651,0.741
9.172,4.000,cdu/csu,WP19,-5.391,2.007,-10.819,0.697,0.652,0.741
9.343,4.000,cdu/csu,WP19,-5.219,2.007,-10.474,0.698,0.654,0.741
9.515,4.000,cdu/csu,WP19,-5.048,2.007,-10.130,0.698,0.655,0.741
9.687,4.000,cdu/csu,WP19,-4.876,2.007,-9.785,0.699,0.657,0.741
9.859,4.000,cdu/csu,WP19,-4.704,2.007,-9.441,0.700,0.658,0.741
10.030,4.000,cdu/csu,WP19,-4.533,2.007,-9.096,0.701,0.660,0.742
10.202,4.000,cdu/csu,WP19,-4.361,2.007,-8.751,0.702,0.661,0.742
10.374,4.000,cdu/csu,WP19,-4.189,2.007,-8.407,0.702,0.663,0.742
10.545,4.000,cdu/csu,WP19,-4.017,2.007,-8.062,0.703,0.664,0.742
10.717,4.000,cdu/csu,WP19,-3.846,2.007,-7.718,0.704,0.666,0.742
10.889,4.000,cdu/csu,WP19,-3.674,2.007,-7.373,0.705,0.667,0.743
11.061,4.000,cdu/csu,WP19,-3.502,2.007,-7.028,0.706,0.668,0.743
11.232,4.000,cdu/csu,WP19,-3.331,2.007,-6.684,0.706,0.670,0.743
11.404,4.000,cdu/csu,WP19,-3.159,2.007,-6.339,0.707,0.671,0.743
11.576,4.000,cdu/csu,WP19,-2.987,2.007,-5.995,0.708,0.672,0.744
11.747,4.000,cdu/csu,WP19,-2.815,2.007,-5.650,0.709,0.673,0.744
11.919,4.000,cdu/csu,WP19,-2.644,2.007,-5.305,0.710,0.675,0.744
12.091,4.000,cdu/csu,WP19,-2.472,2.007,-4.961,0.710,0.676,0.745
12.263,4.000,cdu/csu,WP19,-2.300,2.007,-4.616,0.711,0.677,0.745
12.434,4.000,cdu/csu,WP19,-2.129,2.007,-4.272,0.712,0.678,0.746
12.606,4.000,cdu/csu,WP19,-1.957,2.007,-3.927,0.713,0.679,0.746
12.778,4.000,cdu/csu,WP19,-1.785,2.007,-3.582,0.714,0.680,0.747
12.949,4.000,cdu/csu,WP19,-1.613,2.007,-3.238,0.714,0.681,0.748
13.121,4.000,cdu/csu,WP19,-1.442,2.007,-2.893,0.715,0.682,0.748
13.293,4.000,cdu/csu,WP19,-1.270,2.007,-2.549,0.716,0.683,0.749
13.465,4.000,cdu/csu,WP19,-1.098,2.007,-2.204,0.717,0.684,0.750
13.636,4.000,cdu/csu,WP19,-0.927,2.007,-1.859,0.718,0.685,0.750
13.808,4.000,cdu/csu,WP19,-0.755,2.007,-1.515,0.718,0.685,0.751
13.980,4.000,cdu/csu,WP19,-0.583,2.007,-1.170,0.719,0.686,0.752
14.152,4.000,cdu/csu,WP19,-0.411,2.007,-0.826,0.720,0.687,0.753
14.323,4.000,cdu/csu,WP19,-0.240,2.007,-0.481,0.721,0.688,0.754
14.495,4.000,cdu/csu,WP19,-0.068,2.007,-0.136,0.722,0.688,0.755
14.667,4.000,cdu/csu,WP19,0.104,2.007,0.208,0.722,0.689,0.756
14.838,4.000,cdu/csu,WP19,0.275,2.007,0.553,0.723,0.689,0.757
15.010,4.000,cdu/csu,WP19,0.447,2.007,0.897,0.724,0.690,0.758
15.182,4.000,cdu/csu,WP19,0.619,2.007,1.242,0.725,0.690,0.759
15.354,4.000,cdu/csu,WP19,0.791,2.007,1.587,0.726,0.691,0.760
15.525,4.000,cdu/csu,WP19,0.962,2.007,1.931,0.726,0.691,0.761
15.697,4.000,cdu/csu,WP19,1.134,2.007,2.276,0.727,0.692,0.763
15.869,4.000,cdu/csu,WP19,1.306,2.007,2.620,0.728,0.692,0.764
16.040,4.000,cdu/csu,WP19,1.477,2.007,2.965,0.729,0.692,0.765
16.212,4.000,cdu/csu,WP19,1.649,2.007,3.310,0.730,0.693,0.766
16.384,4.000,cdu/csu,WP19,1.821,2.007,3.654,0.730,0.693,0.768
16.556,4.000,cdu/csu,WP19,1.993,2.007,3.999,0.731,0.693,0.769
16.727,4.000,cdu/csu,WP19,2.164,2.007,4.343,0.732,0.694,0.770
16.899,4.000,cdu/csu,WP19,2.336,2.007,4.688,0.733,0.694,0.772
17.071,4.000,cdu/csu,WP19,2.508,2.007,5.033,0.734,0.694,0.773
17.242,4.000,cdu/csu,WP19,2.680,2.007,5.377,0.734,0.694,0.775
17.414,4.000,cdu/csu,WP19,2.851,2.007,5.722,0.735,0.694,0.776
17.586,4.000,cdu/csu,WP19,3.023,2.007,6.066,0.736,0.694,0.778
17.758,4.000,cdu/csu,WP19,3.195,2.007,6.411,0.737,0.694,0.779
17.929,4.000,cdu/csu,WP19,3.366,2.007,6.756,0.738,0.695,0.781
18.101,4.000,cdu/csu,WP19,3.538,2.007,7.100,0.738,0.695,0.782
18.273,4.000,cdu/csu,WP19,3.710,2.007,7.445,0.739,0.695,0.784
18.444,4.000,cdu/csu,WP19,3.882,2.007,7.789,0.740,0.695,0.785
18.616,4.000,cdu/csu,WP19,4.053,2.007,8.134,0.741,0.695,0.787
18.788,4.000,cdu/csu,WP19,4.225,2.007,8.478,0.742,0.695,0.788
18.960,4.000,cdu/csu,WP19,4.397,2.007,8.823,0.742,0.695,0.790
19.131,4.000,cdu/csu,WP19,4.568,2.007,9.168,0.743,0.695,0.792
19.303,4.000,cdu/csu,WP19,4.740,2.007,9.512,0.744,0.695,0.793
19.475,4.000,cdu/csu,WP19,4.912,2.007,9.857,0.745,0.695,0.795
19.646,4.000,cdu/csu,WP19,5.084,2.007,10.201,0.746,0.695,0.797
19.818,4.000,cdu/csu,WP19,5.255,2.007,10.546,0.746,0.694,0.798
19.990,4.000,cdu/csu,WP19,5.427,2.007,10.891,0.747,0.694,0.800
20.162,4.000,cdu/csu,WP19,5.599,2.007,11.235,0.748,0.694,0.802
20.333,4.000,cdu/csu,WP19,5.770,2.007,11.580,0.749,0.694,0.803
20.505,4.000,cdu/csu,WP19,5.942,2.007,11.924,0.750,0.694,0.805
20.677,4.000,cdu/csu,WP19,6.114,2.007,12.269,0.750,0.694,0.807
20.848,4.000,cdu/csu,WP19,6.286,2.007,12.614,0.751,0.694,0.808
21.020,4.000,cdu/csu,WP19,6.457,2.007,12.958,0.752,0.694,0.810
21.192,4.000,cdu/csu,WP19,6.629,2.007,13.303,0.753,0.694,0.812
21.364,4.000,cdu/csu,WP19,6.801,2.007,13.647,0.754,0.693,0.814
21.535,4.000,cdu/csu,WP19,6.972,2.007,13.992,0.754,0.693,0.815
21.707,4.000,cdu/csu,WP19,7.144,2.007,14.337,0.755,0.693,0.817
21.879,4.000,cdu/csu,WP19,7.316,2.007,14.681,0.756,0.693,0.819
22.051,4.000,cdu/csu,WP19,7.488,2.007,15.026,0.757,0.693,0.821
22.222,4.000,cdu/csu,WP19,7.659,2.007,15.370,0.758,0.693,0.822
22.394,4.000,cdu/csu,WP19,7.831,2.007,15.715,0.758,0.693,0.824
22.566,4.000,cdu/csu,WP19,8.003,2.007,16.060,0.759,0.692,0.826
22.737,4.000,cdu/csu,WP19,8.174,2.007,16.404,0.760,0.692,0.828
22.909,4.000,cdu/csu,WP19,8.346,2.007,16.749,0.761,0.692,0.829
23.081,4.000,cdu/csu,WP19,8.518,2.007,17.093,0.762,0.692,0.831
23.253,4.000,cdu/csu,WP19,8.690,2.007,17.438,0.762,0.692,0.833
23.424,4.000,cdu/csu,WP19,8.861,2.007,17.783,0.763,0.691,0.835
23.596,4.000,cdu/csu,WP19,9.033,2.007,18.127,0.764,0.691,0.837
23.768,4.000,cdu/csu,WP19,9.205,2.007,18.472,0.765,0.691,0.838
23.939,4.000,cdu/csu,WP19,9.376,2.007,18.816,0.766,0.691,0.840
24.111,4.000,cdu/csu,WP19,9.548,2.007,19.161,0.766,0.691,0.842
24.283,4.000,cdu/csu,WP19,9.720,2.007,19.506,0.767,0.690,0.844
24.455,4.000,cdu/csu,WP19,9.892,2.007,19.850,0.768,0.690,0.846
24.626,4.000,cdu/csu,WP19,10.063,2.007,20.195,0.769,0.690,0.848
24.798,4.000,cdu/csu,WP19,10.235,2.007,20.539,0.769,0.690,0.849
24.970,4.000,cdu/csu,WP19,10.407,2.007,20.884,0.770,0.689,0.851
25.141,4.000,cdu/csu,WP19,10.578,2.007,21.229,0.771,0.689,0.853
25.313,4.000,cdu/csu,WP19,10.750,2.007,21.573,0.772,0.689,0.855
25.485,4.000,cdu/csu,WP19,10.922,2.007,21.918,0.773,0.689,0.857
25.657,4.000,cdu/csu,WP19,11.094,2.007,22.262,0.773,0.688,0.859
25.828,4.000,cdu/csu,WP19,11.265,2.007,22.607,0.774,0.688,0.860
26.000,4.000,cdu/csu,WP19,11.437,2.007,22.952,0.775,0.688,0.862
