poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd
74,2020-10-01,2020-10-16,10,grüne,21.0,20.0,1.0,1.0,0.3273809523809524,0.9821428571428571,0.9900793650793651,0.3392857142857143,0.625,0.017857142857142856,1.0588235294117647,2.25,0.36363636363636365,1.0,0.8,17,8,11,15,20,56,42,562.7857142857143,True,False,1.0,Bündnis 90/Die Grünen,0.30357142857142855,0.14285714285714285,0.19642857142857142,0.26785714285714285,0.35714285714285715,384,69,42,45,88,115,0.044270833333333336,0.020833333333333332,0.028645833333333332,0.0390625,0.052083333333333336,0.2463768115942029,0.19047619047619047,0.24444444444444444,0.17045454545454544,0.17391304347826086,Opposition,0.0,1.0,19,WP19,2020,10,15,0.9362745098039216,2.8088235294117645,6.989367816091954,0.9411764705882353,1.3823529411764706,0.4852941176470588,8.11111111111111,8.458333333333334,7.705882352941177,5.928571428571429,7.431818181818182,68,58,18,24,17,28,44,0.2647058823529412,0.35294117647058826,0.25,0.4117647058823529,0.6470588235294118,0.6088935574229692,1.8266806722689073,5.999288451012589,0.601890756302521,0.7573529411764706,0.46743697478991597,7.052287581699346,6.208333333333334,7.342245989304813,4.928571428571429,6.631818181818182
74,2020-10-01,2020-10-16,10,linke,8.0,8.0,0.0,0.0,0.5321637426900585,1.5964912280701755,1.15625,0.6140350877192983,0.9473684210526315,0.03508771929824561,1.2222222222222223,1.4,0.3333333333333333,1.1333333333333333,0.9166666666666666,9,5,6,15,12,57,32,544.2982456140351,True,False,0.0,Die Linke,0.15789473684210525,0.08771929824561403,0.10526315789473684,0.2631578947368421,0.21052631578947367,384,69,42,45,88,115,0.0234375,0.013020833333333334,0.015625,0.0390625,0.03125,0.13043478260869565,0.11904761904761904,0.13333333333333333,0.17045454545454544,0.10434782608695652,Opposition,0.0,1.0,19,WP19,2020,10,15,0.9362745098039216,2.8088235294117645,6.989367816091954,0.9411764705882353,1.3823529411764706,0.4852941176470588,8.11111111111111,8.458333333333334,7.705882352941177,5.928571428571429,7.431818181818182,68,58,18,24,17,28,44,0.2647058823529412,0.35294117647058826,0.25,0.4117647058823529,0.6470588235294118,0.40411076711386307,1.212332301341589,5.833117816091954,0.327141382868937,0.43498452012383904,0.4502063983488132,6.888888888888888,7.058333333333334,7.372549019607844,4.795238095238096,6.515151515151515
74,2020-10-01,2020-10-16,10,spd,15.0,16.0,-1.0,1.0,0.15355805243445692,0.4606741573033708,1.3989795918367347,0.14606741573033707,0.2696629213483146,0.0449438202247191,1.8823529411764706,1.7777777777777777,0.5,1.3157894736842106,0.8928571428571429,17,9,12,19,28,89,49,655.6067415730337,True,False,2.0,SPD,0.19101123595505617,0.10112359550561797,0.1348314606741573,0.21348314606741572,0.3146067415730337,384,69,42,45,88,115,0.044270833333333336,0.0234375,0.03125,0.049479166666666664,0.07291666666666667,0.2463768115942029,0.21428571428571427,0.26666666666666666,0.2159090909090909,0.24347826086956523,Regierung,1.0,0.0,19,WP19,2020,10,15,0.9362745098039216,2.8088235294117645,6.989367816091954,0.9411764705882353,1.3823529411764706,0.4852941176470588,8.11111111111111,8.458333333333334,7.705882352941177,5.928571428571429,7.431818181818182,68,58,18,24,17,28,44,0.2647058823529412,0.35294117647058826,0.25,0.4117647058823529,0.6470588235294118,0.7827164573694647,2.3481493721083937,5.590388224255219,0.7951090548578982,1.112690019828156,0.4403502974223397,6.22875816993464,6.680555555555556,7.205882352941177,4.612781954887218,6.538961038961038
75,2020-10-16,2020-11-12,11,cdu/csu,35.0,35.0,0.0,0.0,0.11434108527131781,0.3430232558139535,2.967889908256881,0.046511627906976744,0.18023255813953487,0.11627906976744186,1.9545454545454546,6.0,4.0,3.8923076923076922,1.9384615384615385,22,23,12,65,65,172,109,662.5872093023256,True,False,4.0,CDU/CSU,0.12790697674418605,0.13372093023255813,0.06976744186046512,0.37790697674418605,0.37790697674418605,493,75,56,46,199,176,0.04462474645030426,0.04665314401622718,0.02434077079107505,0.13184584178498987,0.13184584178498987,0.29333333333333333,0.4107142857142857,0.2608695652173913,0.32663316582914576,0.3693181818181818,Regierung,1.0,0.0,19,WP19,2020,10,27,0.8847736625514404,2.654320987654321,6.852564102564103,0.8641975308641975,1.2839506172839505,0.5061728395061729,8.615384615384615,8.12,7.375,6.454545454545454,7.0638297872340425,81,65,13,25,16,44,47,0.16049382716049382,0.30864197530864196,0.19753086419753085,0.5432098765432098,0.5802469135802469,0.7704325772801226,2.311297731840367,3.8846741943072223,0.8176859029572208,1.1037180591444158,0.389893769738731,6.66083916083916,2.119999999999999,3.375,2.562237762237762,5.125368248772504
75,2020-10-16,2020-11-12,11,fdp,6.0,6.0,0.0,0.0,0.23423423423423423,0.7027027027027027,2.2766666666666664,0.13513513513513514,0.5,0.06756756756756757,4.0,5.166666666666667,2.4285714285714284,2.206896551724138,1.8928571428571428,9,6,7,29,28,74,50,502.3378378378378,True,False,3.0,FDP,0.12162162162162163,0.08108108108108109,0.0945945945945946,0.3918918918918919,0.3783783783783784,493,75,56,46,199,176,0.018255578093306288,0.012170385395537525,0.014198782961460446,0.058823529411764705,0.056795131845841784,0.12,0.10714285714285714,0.15217391304347827,0.1457286432160804,0.1590909090909091,Opposition,0.0,1.0,19,WP19,2020,10,27,0.8847736625514404,2.654320987654321,6.852564102564103,0.8641975308641975,1.2839506172839505,0.5061728395061729,8.615384615384615,8.12,7.375,6.454545454545454,7.0638297872340425,81,65,13,25,16,44,47,0.16049382716049382,0.30864197530864196,0.19753086419753085,0.5432098765432098,0.5802469135802469,0.6505394283172061,1.9516182849516182,4.575897435897437,0.7290623957290623,0.7839506172839505,0.4386052719386053,4.615384615384615,2.9533333333333323,4.946428571428571,4.247648902821316,5.170972644376899
75,2020-10-16,2020-11-12,11,grüne,20.0,21.0,-1.0,1.0,0.22705314009661834,0.6811594202898551,1.3692810457516338,0.10144927536231885,0.4927536231884058,0.08695652173913043,0.8823529411764706,3.6666666666666665,0.42857142857142855,1.7586206896551724,1.0,17,6,7,29,26,69,51,535.6521739130435,True,False,1.0,Bündnis 90/Die Grünen,0.2463768115942029,0.08695652173913043,0.10144927536231885,0.42028985507246375,0.37681159420289856,493,75,56,46,199,176,0.034482758620689655,0.012170385395537525,0.014198782961460446,0.058823529411764705,0.05273833671399594,0.22666666666666666,0.10714285714285714,0.15217391304347827,0.1457286432160804,0.14772727272727273,Opposition,0.0,1.0,19,WP19,2020,10,27,0.8847736625514404,2.654320987654321,6.852564102564103,0.8641975308641975,1.2839506172839505,0.5061728395061729,8.615384615384615,8.12,7.375,6.454545454545454,7.0638297872340425,81,65,13,25,16,44,47,0.16049382716049382,0.30864197530864196,0.19753086419753085,0.5432098765432098,0.5802469135802469,0.657720522454822,1.9731615673644658,5.4832830568124695,0.7627482555018786,0.7911969940955448,0.41921631776704243,7.733031674208144,4.453333333333333,6.946428571428571,4.6959247648902815,6.0638297872340425
75,2020-10-16,2020-11-12,11,linke,7.0,8.0,-1.0,1.0,0.47761194029850745,1.4328358208955223,1.7240740740740739,0.44776119402985076,0.8059701492537313,0.1791044776119403,1.0909090909090908,4.4,0.6363636363636364,1.4285714285714286,1.15,11,10,11,28,20,67,45,519.0149253731344,True,False,0.0,Die Linke,0.16417910447761194,0.14925373134328357,0.16417910447761194,0.417910447761194,0.29850746268656714,493,75,56,46,199,176,0.02231237322515213,0.02028397565922921,0.02231237322515213,0.056795131845841784,0.04056795131845842,0.14666666666666667,0.17857142857142858,0.2391304347826087,0.1407035175879397,0.11363636363636363,Opposition,0.0,1.0,19,WP19,2020,10,27,0.8847736625514404,2.654320987654321,6.852564102564103,0.8641975308641975,1.2839506172839505,0.5061728395061729,8.615384615384615,8.12,7.375,6.454545454545454,7.0638297872340425,81,65,13,25,16,44,47,0.16049382716049382,0.30864197530864196,0.19753086419753085,0.5432098765432098,0.5802469135802469,0.40716172225293296,1.2214851667587985,5.128490028490029,0.4164363368343467,0.4779804680302192,0.3270683618942326,7.524475524475524,3.719999999999999,6.738636363636363,5.025974025974025,5.913829787234043
75,2020-10-16,2020-11-12,11,spd,15.0,15.0,0.0,0.0,0.10810810810810811,0.32432432432432434,1.5819444444444446,0.07207207207207207,0.16216216216216217,0.09009009009009009,1.3125,3.0,0.6666666666666666,1.75,0.7837837837837838,16,11,9,48,37,111,72,630.7657657657658,True,False,2.0,SPD,0.14414414414414414,0.0990990990990991,0.08108108108108109,0.43243243243243246,0.3333333333333333,493,75,56,46,199,176,0.032454361054766734,0.02231237322515213,0.018255578093306288,0.0973630831643002,0.07505070993914807,0.21333333333333335,0.19642857142857142,0.1956521739130435,0.24120603015075376,0.21022727272727273,Regierung,1.0,0.0,19,WP19,2020,10,27,0.8847736625514404,2.654320987654321,6.852564102564103,0.8641975308641975,1.2839506172839505,0.5061728395061729,8.615384615384615,8.12,7.375,6.454545454545454,7.0638297872340425,81,65,13,25,16,44,47,0.16049382716049382,0.30864197530864196,0.19753086419753085,0.5432098765432098,0.5802469135802469,0.7766655544433323,2.3299966633299967,5.270619658119658,0.7921254587921254,1.1217884551217883,0.4160827494160828,7.302884615384615,5.119999999999999,6.708333333333333,4.704545454545454,6.280046003450259
76,2020-11-12,2020-11-27,10,cdu/csu,36.0,35.0,1.0,1.0,0.1038647342995169,0.3115942028985507,2.1470588235294117,0.057971014492753624,0.21014492753623187,0.043478260869565216,2.6875,4.6,1.3333333333333333,2.4791666666666665,1.4893617021276595,16,5,6,48,47,138,85,673.6594202898551,True,False,4.0,CDU/CSU,0.11594202898550725,0.036231884057971016,0.043478260869565216,0.34782608695652173,0.34057971014492755,402,64,25,41,148,127,0.03980099502487562,0.012437810945273632,0.014925373134328358,0.11940298507462686,0.11691542288557213,0.25,0.2,0.14634146341463414,0.32432432432432434,0.3700787401574803,Regierung,1.0,0.0,19,WP19,2020,11,15,0.796875,2.390625,6.556603773584905,0.796875,1.28125,0.3125,7.538461538461538,8.071428571428571,7.222222222222222,6.09375,7.4411764705882355,64,53,13,14,9,32,34,0.203125,0.21875,0.140625,0.5,0.53125,0.6930102657004831,2.0790307971014492,4.409544950055494,0.7389039855072463,1.071105072463768,0.2690217391304348,4.850961538461538,3.4714285714285715,5.888888888888889,3.6145833333333335,5.951814768460576
76,2020-11-12,2020-11-27,10,fdp,6.0,6.0,0.0,0.0,0.1919191919191919,0.5757575757575758,2.1595744680851063,0.09090909090909091,0.45454545454545453,0.030303030303030304,4.857142857142857,2.25,1.6666666666666667,1.5769230769230769,1.3888888888888888,7,4,6,26,18,66,47,501.59090909090907,True,False,3.0,FDP,0.10606060606060606,0.06060606060606061,0.09090909090909091,0.3939393939393939,0.2727272727272727,402,64,25,41,148,127,0.017412935323383085,0.009950248756218905,0.014925373134328358,0.06467661691542288,0.04477611940298507,0.109375,0.16,0.14634146341463414,0.17567567567567569,0.14173228346456693,Opposition,0.0,1.0,19,WP19,2020,11,15,0.796875,2.390625,6.556603773584905,0.796875,1.28125,0.3125,7.538461538461538,8.071428571428571,7.222222222222222,6.09375,7.4411764705882355,64,53,13,14,9,32,34,0.203125,0.21875,0.140625,0.5,0.53125,0.6049558080808081,1.8148674242424243,4.3970293054997995,0.7059659090909091,0.8267045454545454,0.2821969696969697,2.6813186813186816,5.821428571428571,5.555555555555555,4.516826923076923,6.052287581699346
76,2020-11-12,2020-11-27,10,grüne,20.0,20.0,0.0,0.0,0.22424242424242422,0.6727272727272727,1.304263565891473,0.10909090909090909,0.4727272727272727,0.09090909090909091,1.3846153846153846,2.75,0.625,1.2173913043478262,0.9444444444444444,13,4,8,23,18,55,43,541.1818181818181,True,False,1.0,Bündnis 90/Die Grünen,0.23636363636363636,0.07272727272727272,0.14545454545454545,0.41818181818181815,0.32727272727272727,402,64,25,41,148,127,0.03233830845771144,0.009950248756218905,0.01990049751243781,0.05721393034825871,0.04477611940298507,0.203125,0.16,0.1951219512195122,0.1554054054054054,0.14173228346456693,Opposition,0.0,1.0,19,WP19,2020,11,15,0.796875,2.390625,6.556603773584905,0.796875,1.28125,0.3125,7.538461538461538,8.071428571428571,7.222222222222222,6.09375,7.4411764705882355,64,53,13,14,9,32,34,0.203125,0.21875,0.140625,0.5,0.53125,0.5726325757575758,1.7178977272727272,5.2523402076934325,0.6877840909090909,0.8085227272727273,0.2215909090909091,6.153846153846153,5.321428571428571,6.597222222222222,4.876358695652174,6.496732026143791
76,2020-11-12,2020-11-27,10,linke,7.0,7.0,0.0,0.0,0.5094339622641509,1.528301886792453,1.7735042735042736,0.49056603773584906,0.8867924528301887,0.1509433962264151,1.5,5.0,1.6666666666666667,1.8333333333333333,1.9473684210526316,12,4,6,18,19,53,39,549.0754716981132,True,False,0.0,Die Linke,0.22641509433962265,0.07547169811320754,0.11320754716981132,0.33962264150943394,0.3584905660377358,402,64,25,41,148,127,0.029850746268656716,0.009950248756218905,0.014925373134328358,0.04477611940298507,0.0472636815920398,0.1875,0.16,0.14634146341463414,0.12162162162162163,0.14960629921259844,Opposition,0.0,1.0,19,WP19,2020,11,15,0.796875,2.390625,6.556603773584905,0.796875,1.28125,0.3125,7.538461538461538,8.071428571428571,7.222222222222222,6.09375,7.4411764705882355,64,53,13,14,9,32,34,0.203125,0.21875,0.140625,0.5,0.53125,0.28744103773584906,0.8623231132075471,4.783099500080632,0.30630896226415094,0.3944575471698113,0.1615566037735849,6.038461538461538,3.071428571428571,5.555555555555555,4.260416666666667,5.493808049535604
76,2020-11-12,2020-11-27,10,spd,15.0,15.0,0.0,0.0,0.14814814814814814,0.4444444444444444,1.441358024691358,0.13333333333333333,0.2222222222222222,0.08888888888888889,1.5,2.0,0.9333333333333333,1.4545454545454546,1.04,16,8,15,33,25,90,54,614.0555555555555,True,False,2.0,SPD,0.17777777777777778,0.08888888888888889,0.16666666666666666,0.36666666666666664,0.2777777777777778,402,64,25,41,148,127,0.03980099502487562,0.01990049751243781,0.03731343283582089,0.08208955223880597,0.06218905472636816,0.25,0.32,0.36585365853658536,0.22297297297297297,0.1968503937007874,Regierung,1.0,0.0,19,WP19,2020,11,15,0.796875,2.390625,6.556603773584905,0.796875,1.28125,0.3125,7.538461538461538,8.071428571428571,7.222222222222222,6.09375,7.4411764705882355,64,53,13,14,9,32,34,0.203125,0.21875,0.140625,0.5,0.53125,0.6487268518518519,1.9461805555555556,5.115245748893548,0.6635416666666667,1.0590277777777777,0.2236111111111111,6.038461538461538,6.071428571428571,6.288888888888889,4.639204545454545,6.4011764705882355
77,2020-11-27,2020-12-03,11,cdu/csu,35.0,36.0,-1.0,1.0,0.0303030303030303,0.09090909090909091,0.9696969696969696,0.0,0.09090909090909091,0.0,2.0,,0.8333333333333334,0.625,0.4,1,0,6,8,5,22,11,720.0,True,False,4.0,CDU/CSU,0.045454545454545456,0.0,0.2727272727272727,0.36363636363636365,0.22727272727272727,66,2,5,22,22,14,0.015151515151515152,0.0,0.09090909090909091,0.12121212121212122,0.07575757575757576,0.5,0.0,0.2727272727272727,0.36363636363636365,0.35714285714285715,Regierung,1.0,0.0,19,WP19,2020,11,6,1.2121212121212122,3.6363636363636362,7.428571428571429,1.3636363636363635,1.6363636363636365,0.6363636363636364,,9.0,6.666666666666667,8.4,8.333333333333334,11,7,0,3,3,5,6,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,1.1818181818181819,3.5454545454545454,6.458874458874459,1.3636363636363635,1.5454545454545456,0.6363636363636364,,,5.833333333333334,7.775,7.933333333333334
77,2020-11-27,2020-12-03,11,fdp,7.0,6.0,1.0,1.0,0.1515151515151515,0.45454545454545453,0.7222222222222223,0.09090909090909091,0.36363636363636365,0.0,,1.0,0.6,0.5,0.0,0,1,5,4,2,11,6,522.8181818181819,True,False,3.0,FDP,0.0,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.18181818181818182,66,2,5,22,22,14,0.0,0.015151515151515152,0.07575757575757576,0.06060606060606061,0.030303030303030304,0.0,0.2,0.22727272727272727,0.18181818181818182,0.14285714285714285,Opposition,0.0,1.0,19,WP19,2020,11,6,1.2121212121212122,3.6363636363636362,7.428571428571429,1.3636363636363635,1.6363636363636365,0.6363636363636364,,9.0,6.666666666666667,8.4,8.333333333333334,11,7,0,3,3,5,6,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,1.0606060606060606,3.1818181818181817,6.7063492063492065,1.2727272727272727,1.272727272727273,0.6363636363636364,,8.0,6.066666666666667,7.9,8.333333333333334
77,2020-11-27,2020-12-03,11,grüne,21.0,20.0,1.0,1.0,0.125,0.375,1.0,0.125,0.25,0.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1,1,3,3,2,8,5,617.875,True,False,1.0,Bündnis 90/Die Grünen,0.125,0.125,0.375,0.375,0.25,66,2,5,22,22,14,0.015151515151515152,0.015151515151515152,0.045454545454545456,0.045454545454545456,0.030303030303030304,0.5,0.2,0.13636363636363635,0.13636363636363635,0.14285714285714285,Opposition,0.0,1.0,19,WP19,2020,11,6,1.2121212121212122,3.6363636363636362,7.428571428571429,1.3636363636363635,1.6363636363636365,0.6363636363636364,,9.0,6.666666666666667,8.4,8.333333333333334,11,7,0,3,3,5,6,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,1.0871212121212122,3.2613636363636362,6.428571428571429,1.2386363636363635,1.3863636363636365,0.6363636363636364,,9.0,6.333333333333334,7.733333333333333,8.333333333333334
77,2020-11-27,2020-12-03,11,linke,7.0,7.0,0.0,0.0,0.37037037037037035,1.1111111111111112,0.16666666666666666,0.5555555555555556,0.5555555555555556,0.0,,0.0,0.3333333333333333,0.0,0.0,0,1,3,2,2,9,3,552.5555555555555,True,False,0.0,Die Linke,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,66,2,5,22,22,14,0.0,0.015151515151515152,0.045454545454545456,0.030303030303030304,0.030303030303030304,0.0,0.2,0.13636363636363635,0.09090909090909091,0.14285714285714285,Opposition,0.0,1.0,19,WP19,2020,11,6,1.2121212121212122,3.6363636363636362,7.428571428571429,1.3636363636363635,1.6363636363636365,0.6363636363636364,,9.0,6.666666666666667,8.4,8.333333333333334,11,7,0,3,3,5,6,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.8417508417508418,2.525252525252525,7.261904761904762,0.808080808080808,1.0808080808080809,0.6363636363636364,,9.0,6.333333333333334,8.4,8.333333333333334
77,2020-11-27,2020-12-03,11,spd,15.0,15.0,0.0,0.0,0.10416666666666666,0.3125,0.20833333333333334,0.0625,0.25,0.0,,0.5,0.2,0.0,0.0,0,2,5,5,3,16,6,630.75,True,False,2.0,SPD,0.0,0.125,0.3125,0.3125,0.1875,66,2,5,22,22,14,0.0,0.030303030303030304,0.07575757575757576,0.07575757575757576,0.045454545454545456,0.0,0.4,0.22727272727272727,0.22727272727272727,0.21428571428571427,Regierung,1.0,0.0,19,WP19,2020,11,6,1.2121212121212122,3.6363636363636362,7.428571428571429,1.3636363636363635,1.6363636363636365,0.6363636363636364,,9.0,6.666666666666667,8.4,8.333333333333334,11,7,0,3,3,5,6,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,1.1079545454545454,3.3238636363636362,7.220238095238096,1.3011363636363635,1.3863636363636365,0.6363636363636364,,8.5,6.466666666666667,8.4,8.333333333333334
78,2020-12-03,2020-12-11,10,cdu/csu,36.0,35.0,1.0,1.0,0.1016949152542373,0.3050847457627119,2.0723684210526314,0.0847457627118644,0.1694915254237288,0.05084745762711865,2.36,5.5,1.75,2.0,1.5769230769230769,25,4,4,11,26,59,38,922.8813559322034,True,False,4.0,CDU/CSU,0.423728813559322,0.06779661016949153,0.06779661016949153,0.1864406779661017,0.4406779661016949,198,73,12,24,42,75,0.12626262626262627,0.020202020202020204,0.020202020202020204,0.05555555555555555,0.13131313131313133,0.3424657534246575,0.3333333333333333,0.16666666666666666,0.2619047619047619,0.3466666666666667,Regierung,1.0,0.0,19,WP19,2020,12,8,1.0555555555555556,3.1666666666666665,7.700537634408602,1.0277777777777777,1.6388888888888888,0.5,8.153846153846153,8.777777777777779,8.333333333333334,7.2631578947368425,8.12,36,31,13,9,9,19,25,0.3611111111111111,0.25,0.25,0.5277777777777778,0.6944444444444444,0.9538606403013183,2.8615819209039546,5.628169213355971,0.9430320150659133,1.46939736346516,0.4491525423728814,5.793846153846154,3.2777777777777786,6.583333333333334,5.2631578947368425,6.543076923076923
78,2020-12-03,2020-12-11,10,fdp,6.0,7.0,-1.0,1.0,0.23809523809523808,0.7142857142857143,2.666666666666667,0.07142857142857142,0.6071428571428571,0.03571428571428571,4.75,4.0,1.0,1.7142857142857142,2.5555555555555554,4,2,3,7,9,28,14,789.1785714285714,True,False,3.0,FDP,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.25,0.32142857142857145,198,73,12,24,42,75,0.020202020202020204,0.010101010101010102,0.015151515151515152,0.03535353535353535,0.045454545454545456,0.0547945205479452,0.16666666666666666,0.125,0.16666666666666666,0.12,Opposition,0.0,1.0,19,WP19,2020,12,8,1.0555555555555556,3.1666666666666665,7.700537634408602,1.0277777777777777,1.6388888888888888,0.5,8.153846153846153,8.777777777777779,8.333333333333334,7.2631578947368425,8.12,36,31,13,9,9,19,25,0.3611111111111111,0.25,0.25,0.5277777777777778,0.6944444444444444,0.8174603174603174,2.452380952380952,5.033870967741935,0.9563492063492063,1.0317460317460316,0.4642857142857143,3.4038461538461533,4.777777777777779,7.333333333333334,5.548872180451128,5.564444444444444
78,2020-12-03,2020-12-11,10,grüne,21.0,21.0,0.0,0.0,0.23655913978494622,0.7096774193548387,0.9280303030303031,0.12903225806451613,0.5806451612903226,0.0,1.125,2.0,0.8333333333333334,0.5,0.5454545454545454,16,1,6,6,11,31,22,714.3225806451613,True,False,1.0,Bündnis 90/Die Grünen,0.5161290322580645,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.3548387096774194,198,73,12,24,42,75,0.08080808080808081,0.005050505050505051,0.030303030303030304,0.030303030303030304,0.05555555555555555,0.2191780821917808,0.08333333333333333,0.25,0.14285714285714285,0.14666666666666667,Opposition,0.0,1.0,19,WP19,2020,12,8,1.0555555555555556,3.1666666666666665,7.700537634408602,1.0277777777777777,1.6388888888888888,0.5,8.153846153846153,8.777777777777779,8.333333333333334,7.2631578947368425,8.12,36,31,13,9,9,19,25,0.3611111111111111,0.25,0.25,0.5277777777777778,0.6944444444444444,0.8189964157706093,2.456989247311828,6.772507331378299,0.8987455197132616,1.0582437275985663,0.5,7.028846153846153,6.777777777777779,7.500000000000001,6.7631578947368425,7.574545454545454
78,2020-12-03,2020-12-11,10,linke,7.0,7.0,0.0,0.0,0.5,1.5,1.2142857142857142,0.53125,0.9375,0.03125,1.2727272727272727,2.3333333333333335,0.0,0.4,1.3333333333333333,11,3,4,5,9,32,21,632.84375,True,False,0.0,Die Linke,0.34375,0.09375,0.125,0.15625,0.28125,198,73,12,24,42,75,0.05555555555555555,0.015151515151515152,0.020202020202020204,0.025252525252525252,0.045454545454545456,0.1506849315068493,0.25,0.16666666666666666,0.11904761904761904,0.12,Opposition,0.0,1.0,19,WP19,2020,12,8,1.0555555555555556,3.1666666666666665,7.700537634408602,1.0277777777777777,1.6388888888888888,0.5,8.153846153846153,8.777777777777779,8.333333333333334,7.2631578947368425,8.12,36,31,13,9,9,19,25,0.3611111111111111,0.25,0.25,0.5277777777777778,0.6944444444444444,0.5555555555555556,1.6666666666666665,6.486251920122887,0.4965277777777777,0.7013888888888888,0.46875,6.881118881118881,6.444444444444445,8.333333333333334,6.863157894736842,6.786666666666666
78,2020-12-03,2020-12-11,10,spd,15.0,15.0,0.0,0.0,0.08333333333333333,0.25,1.3186274509803921,0.08333333333333333,0.14583333333333334,0.020833333333333332,1.6470588235294117,0.0,0.7142857142857143,1.9230769230769231,0.6,17,2,7,13,20,48,34,802.9791666666666,True,False,2.0,SPD,0.3541666666666667,0.041666666666666664,0.14583333333333334,0.2708333333333333,0.4166666666666667,198,73,12,24,42,75,0.08585858585858586,0.010101010101010102,0.03535353535353535,0.06565656565656566,0.10101010101010101,0.2328767123287671,0.16666666666666666,0.2916666666666667,0.30952380952380953,0.26666666666666666,Regierung,1.0,0.0,19,WP19,2020,12,8,1.0555555555555556,3.1666666666666665,7.700537634408602,1.0277777777777777,1.6388888888888888,0.5,8.153846153846153,8.777777777777779,8.333333333333334,7.2631578947368425,8.12,36,31,13,9,9,19,25,0.3611111111111111,0.25,0.25,0.5277777777777778,0.6944444444444444,0.9722222222222222,2.9166666666666665,6.38191018342821,0.9444444444444443,1.4930555555555556,0.4791666666666667,6.506787330316742,8.777777777777779,7.6190476190476195,5.340080971659919,7.52
