poll_interval_id,poll_date,next_poll_date,afd_support_t,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,unit,wahlperiode,poll_year,poll_month,interval_length_days,wahlperiode_cat
72,2020-09-03,2020-09-18,10,0.2102102102102102,0.6306306306306306,1.7621816168327795,0.15990990990990991,0.4189189189189189,0.0518018018018018,1.5320512820512822,3.0833333333333335,1.2666666666666666,1.9821428571428572,1.3384615384615384,156,36,15,112,130,444,301,586.6328828828829,0.35135135135135137,0.08108108108108109,0.033783783783783786,0.25225225225225223,0.2927927927927928,mainstream_all,19,2020,9,15,WP19
73,2020-09-18,2020-10-01,10,0.20655270655270652,0.6196581196581197,1.5650289017341041,0.17094017094017094,0.42735042735042733,0.021367521367521368,2.3692307692307693,1.3333333333333333,0.6428571428571429,1.358974358974359,1.4206349206349207,65,54,14,39,126,234,173,733.1880341880342,0.2777777777777778,0.23076923076923078,0.05982905982905983,0.16666666666666666,0.5384615384615384,mainstream_all,19,2020,9,13,WP19
74,2020-10-01,2020-10-16,10,0.25,0.75,1.7342261904761904,0.25,0.4557291666666667,0.044270833333333336,2.289855072463768,2.5714285714285716,0.5333333333333333,1.7045454545454546,1.2173913043478262,69,42,45,88,115,384,224,644.9661458333334,0.1796875,0.109375,0.1171875,0.22916666666666666,0.2994791666666667,mainstream_all,19,2020,10,15,WP19
75,2020-10-16,2020-11-12,11,0.196078431372549,0.5882352941176471,2.136544342507645,0.12778904665314403,0.35294117647058826,0.1075050709939148,1.6933333333333334,4.785714285714286,1.7608695652173914,2.472361809045226,1.4602272727272727,75,56,46,199,176,493,327,594.0912778904666,0.15212981744421908,0.11359026369168357,0.09330628803245436,0.40365111561866124,0.35699797160243407,mainstream_all,19,2020,10,27,WP19
76,2020-11-12,2020-11-27,10,0.19817578772802652,0.5945273631840796,1.8174751243781093,0.14427860696517414,0.3781094527363184,0.07213930348258707,2.140625,3.16,1.146341463414634,1.8175675675675675,1.3779527559055118,64,25,41,148,127,402,268,597.5149253731344,0.15920398009950248,0.06218905472636816,0.10199004975124377,0.3681592039800995,0.31592039800995025,mainstream_all,19,2020,11,15,WP19
77,2020-11-27,2020-12-03,11,0.12626262626262624,0.3787878787878788,0.7016129032258065,0.12121212121212122,0.25757575757575757,0.0,2.0,0.4,0.5,0.4090909090909091,0.14285714285714285,2,5,22,22,14,66,31,630.2878787878788,0.030303030303030304,0.07575757575757576,0.3333333333333333,0.3333333333333333,0.21212121212121213,mainstream_all,19,2020,11,6,WP19
78,2020-12-03,2020-12-11,10,0.20202020202020202,0.6060606060606061,1.603359173126615,0.16161616161616163,0.41414141414141414,0.030303030303030304,1.8904109589041096,3.25,0.8333333333333334,1.5238095238095237,1.2533333333333334,73,12,24,42,75,198,129,795.3787878787879,0.3686868686868687,0.06060606060606061,0.12121212121212122,0.21212121212121213,0.3787878787878788,mainstream_all,19,2020,12,8,WP19
79,2020-12-11,2021-01-07,9,0.22848200312989045,0.6854460093896714,1.8292880258899675,0.19248826291079812,0.41784037558685444,0.07511737089201878,2.0,2.869565217391304,1.1304347826086956,1.7761194029850746,1.9565217391304348,21,23,23,67,46,213,103,631.7464788732394,0.09859154929577464,0.107981220657277,0.107981220657277,0.3145539906103286,0.215962441314554,mainstream_all,19,2020,12,27,WP19
80,2021-01-07,2021-01-22,10,0.29979035639413,0.89937106918239,1.7862654320987654,0.24528301886792453,0.5283018867924528,0.12578616352201258,1.6666666666666667,3.2777777777777777,0.8461538461538461,2.382978723404255,1.4126984126984128,36,18,13,47,63,159,108,607.6540880503145,0.22641509433962265,0.11320754716981132,0.08176100628930817,0.29559748427672955,0.39622641509433965,mainstream_all,19,2021,1,15,WP19
81,2021-01-22,2021-02-04,10,0.1984732824427481,0.5954198473282443,1.7534516765285995,0.12213740458015267,0.4198473282442748,0.05343511450381679,1.8297872340425532,3.25,1.0588235294117647,1.8453608247422681,1.4714285714285715,47,8,17,97,70,262,169,577.9847328244275,0.17938931297709923,0.030534351145038167,0.0648854961832061,0.3702290076335878,0.26717557251908397,mainstream_all,19,2021,1,13,WP19
82,2021-02-04,2021-02-19,10,0.2212121212121212,0.6636363636363637,1.6477011494252873,0.17272727272727273,0.42272727272727273,0.06818181818181818,1.625,1.9523809523809523,0.5833333333333334,1.9036144578313252,1.2682926829268293,24,21,12,83,82,220,145,648.0272727272727,0.10909090909090909,0.09545454545454546,0.05454545454545454,0.37727272727272726,0.37272727272727274,mainstream_all,19,2021,2,15,WP19
83,2021-02-19,2021-03-04,11,0.2312925170068027,0.6938775510204082,1.6835317460317458,0.20408163265306123,0.43673469387755104,0.053061224489795916,2.242424242424242,2.8461538461538463,1.0625,1.9324324324324325,1.2527472527472527,33,13,32,74,91,245,168,604.261224489796,0.1346938775510204,0.053061224489795916,0.1306122448979592,0.3020408163265306,0.37142857142857144,mainstream_all,19,2021,2,13,WP19
84,2021-03-04,2021-03-19,11,0.25685425685425683,0.7705627705627706,1.9841269841269842,0.19047619047619047,0.5108225108225108,0.06926406926406926,2.0697674418604652,3.5,1.1724137931034482,1.9367088607594938,1.462962962962963,43,14,29,79,54,231,147,594.2164502164502,0.18614718614718614,0.06060606060606061,0.12554112554112554,0.341991341991342,0.23376623376623376,mainstream_all,19,2021,3,15,WP19
85,2021-03-19,2021-04-01,11,0.18679050567595457,0.5603715170278638,1.6020558002936858,0.10835913312693499,0.4055727554179567,0.04643962848297214,1.4545454545454546,3.1739130434782608,0.7555555555555555,1.4736842105263157,1.6535433070866141,55,23,45,95,127,323,227,551.7832817337461,0.17027863777089783,0.07120743034055728,0.1393188854489164,0.29411764705882354,0.3931888544891641,mainstream_all,19,2021,3,13,WP19
86,2021-04-01,2021-04-16,11,0.14035087719298245,0.42105263157894735,1.3944444444444446,0.08187134502923976,0.30409356725146197,0.03508771929824561,1.2291666666666667,2.8,0.4482758620689655,1.8518518518518519,1.18,48,5,29,54,50,171,120,555.6198830409356,0.2807017543859649,0.029239766081871343,0.1695906432748538,0.3157894736842105,0.29239766081871343,mainstream_all,19,2021,4,15,WP19
87,2021-04-16,2021-05-06,11,0.18306010928961747,0.5491803278688525,1.792558613659531,0.13524590163934427,0.36065573770491804,0.05327868852459016,1.4821428571428572,2.5384615384615383,1.3548387096774193,2.0736842105263156,1.2297297297297298,56,26,62,190,148,488,327,558.563524590164,0.11475409836065574,0.05327868852459016,0.12704918032786885,0.38934426229508196,0.30327868852459017,mainstream_all,19,2021,4,20,WP19
88,2021-05-06,2021-05-14,12,0.21487603305785125,0.6446280991735537,1.9692460317460316,0.15702479338842976,0.4256198347107438,0.06198347107438017,2.196078431372549,4.6,0.8,2.277227722772277,1.2361111111111112,51,5,10,101,72,242,168,548.5867768595041,0.21074380165289255,0.02066115702479339,0.04132231404958678,0.41735537190082644,0.2975206611570248,mainstream_all,19,2021,5,8,WP19
89,2021-05-14,2021-06-10,11,0.1889400921658986,0.5668202764976958,1.5418023887079262,0.1359447004608295,0.3640552995391705,0.06682027649769585,1.6588235294117648,3.9,0.9425287356321839,1.2484076433121019,1.5327102803738317,85,30,87,157,107,434,307,571.2695852534562,0.195852534562212,0.06912442396313365,0.20046082949308755,0.3617511520737327,0.2465437788018433,mainstream_all,19,2021,5,27,WP19
90,2021-06-10,2021-06-25,12,0.21551213735938424,0.6465364120781527,2.2324933687002653,0.17584369449378331,0.41207815275310833,0.0586145648312611,2.4121621621621623,3.1166666666666667,0.9661016949152542,2.2830188679245285,1.7852760736196318,148,60,59,159,163,563,377,567.133214920071,0.26287744227353466,0.10657193605683836,0.10479573712255773,0.2824156305506217,0.2895204262877442,mainstream_all,19,2021,6,15,WP19
91,2021-06-25,2021-07-01,12,0.26839826839826836,0.8051948051948052,1.3255813953488371,0.24675324675324675,0.5324675324675324,0.025974025974025976,1.125,1.2,0.42857142857142855,1.6818181818181819,1.0,8,5,7,22,33,77,43,638.3116883116883,0.1038961038961039,0.06493506493506493,0.09090909090909091,0.2857142857142857,0.42857142857142855,mainstream_all,19,2021,6,6,WP19
92,2021-07-01,2021-07-23,11,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2021,7,22,
93,2021-07-23,2021-08-05,10,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2021,7,13,
94,2021-08-05,2021-08-20,10,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2021,8,15,
95,2021-08-20,2021-09-02,11,0.34,1.02,2.125,0.34,0.66,0.02,0.75,1.375,0.0,3.230769230769231,1.3333333333333333,8,8,2,26,21,50,44,712.1,0.16,0.16,0.04,0.52,0.42,mainstream_all,19,2021,8,13,WP19
96,2021-09-02,2021-09-16,12,0.3939393939393939,1.1818181818181819,2.790277777777778,0.38636363636363635,0.7954545454545454,0.0,2.272727272727273,0.0,1.1666666666666667,3.32,3.0,11,1,6,25,13,44,36,743.4772727272727,0.25,0.022727272727272728,0.13636363636363635,0.5681818181818182,0.29545454545454547,mainstream_all,19,2021,9,14,WP19
97,2021-09-16,2021-10-29,11,0.3333333333333333,1.0,1.5,0.0,0.6,0.4,,,2.5,1.3333333333333333,0.0,0,0,2,3,2,5,4,575.8,0.0,0.0,0.4,0.6,0.4,mainstream_all,20,2021,9,43,WP20
98,2021-10-29,2021-11-04,10,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2021,10,6,
99,2021-11-04,2021-11-26,10,0.345565749235474,1.036697247706422,2.2434210526315788,0.25688073394495414,0.7247706422018348,0.05504587155963303,1.8148148148148149,3.1875,,2.5,1.7058823529411764,27,16,0,42,34,109,76,599.302752293578,0.24770642201834864,0.14678899082568808,0.0,0.3853211009174312,0.3119266055045872,mainstream_all,20,2021,11,22,WP20
100,2021-11-26,2021-12-02,11,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2021,11,6,
101,2021-12-02,2021-12-10,11,0.17708333333333331,0.53125,2.122448979591837,0.109375,0.40625,0.015625,2.8666666666666667,,,2.8666666666666667,1.1111111111111112,15,0,0,15,27,64,49,590.078125,0.234375,0.0,0.0,0.234375,0.421875,mainstream_all,20,2021,12,8,WP20
102,2021-12-10,2022-01-06,11,0.15454545454545454,0.4636363636363636,2.432304526748971,0.13636363636363635,0.3181818181818182,0.00909090909090909,1.7419354838709677,5.2,1.3,2.642857142857143,1.3714285714285714,31,5,10,56,35,110,81,674.2818181818182,0.2818181818181818,0.045454545454545456,0.09090909090909091,0.509090909090909,0.3181818181818182,mainstream_all,20,2021,12,27,WP20
103,2022-01-06,2022-01-21,11,0.17578772802653397,0.527363184079602,1.9556886227544912,0.17412935323383086,0.30845771144278605,0.04477611940298507,1.8604651162790697,3.1739130434782608,1.2325581395348837,1.6557377049180328,1.44,86,23,43,61,75,201,167,648.9900497512438,0.42786069651741293,0.11442786069651742,0.21393034825870647,0.3034825870646766,0.373134328358209,mainstream_all,20,2022,1,15,WP20
104,2022-01-21,2022-02-03,12,0.18787878787878787,0.5636363636363636,2.3189655172413794,0.19393939393939394,0.34545454545454546,0.024242424242424242,2.576923076923077,2.857142857142857,1.8,2.635135135135135,1.289855072463768,52,7,5,74,69,165,145,591.5151515151515,0.3151515151515151,0.04242424242424243,0.030303030303030304,0.4484848484848485,0.41818181818181815,mainstream_all,20,2022,1,13,WP20
105,2022-02-03,2022-02-18,12,0.21323529411764705,0.6397058823529411,1.6957186544342508,0.18382352941176472,0.39705882352941174,0.058823529411764705,1.46875,1.6818181818181819,0.4782608695652174,2.1636363636363636,1.125,32,22,23,55,64,136,109,575.2058823529412,0.23529411764705882,0.16176470588235295,0.16911764705882354,0.40441176470588236,0.47058823529411764,mainstream_all,20,2022,2,15,WP20
106,2022-02-18,2022-03-03,12,0.24344569288389512,0.7303370786516854,1.911111111111111,0.20224719101123595,0.48314606741573035,0.0449438202247191,2.388888888888889,2.625,0.0,1.5217391304347827,1.3518518518518519,36,16,3,23,54,89,78,631.8426966292135,0.4044943820224719,0.1797752808988764,0.033707865168539325,0.25842696629213485,0.6067415730337079,mainstream_all,20,2022,2,13,WP20
107,2022-03-03,2022-03-18,11,0.26702508960573473,0.8010752688172043,1.8563596491228072,0.22043010752688172,0.489247311827957,0.0913978494623656,2.0408163265306123,2.423076923076923,1.2,2.0481927710843375,1.2467532467532467,49,26,15,83,77,186,152,612.1182795698925,0.26344086021505375,0.13978494623655913,0.08064516129032258,0.44623655913978494,0.41397849462365593,mainstream_all,20,2022,3,15,WP20
108,2022-03-18,2022-04-07,11,0.18642611683848795,0.5592783505154639,1.7189467969598264,0.17010309278350516,0.3582474226804124,0.030927835051546393,2.19205298013245,1.6119402985074627,0.6190476190476191,1.5862068965517242,1.1724137931034482,151,67,42,87,203,388,307,660.7783505154639,0.38917525773195877,0.17268041237113402,0.10824742268041238,0.22422680412371135,0.5231958762886598,mainstream_all,20,2022,3,20,WP20
109,2022-04-07,2022-04-14,11,0.19865319865319864,0.5959595959595959,1.8510752688172045,0.20202020202020202,0.3484848484848485,0.045454545454545456,2.3333333333333335,1.7,0.6190476190476191,2.2028985507246377,1.2625,45,40,21,69,80,198,155,586.0252525252525,0.22727272727272727,0.20202020202020202,0.10606060606060606,0.3484848484848485,0.40404040404040403,mainstream_all,20,2022,4,7,WP20
110,2022-04-14,2022-04-28,11,0.21666666666666665,0.65,1.1091954022988504,0.125,0.425,0.1,0.2727272727272727,8.0,1.7,1.0714285714285714,1.0625,11,2,10,14,16,40,29,594.9,0.275,0.05,0.25,0.35,0.4,mainstream_all,20,2022,4,14,WP20
111,2022-04-28,2022-05-13,11,0.22785829307568436,0.6835748792270532,1.8013661202185791,0.21497584541062803,0.4106280193236715,0.057971014492753624,2.3893805309734515,2.1964285714285716,0.6410256410256411,1.7543859649122806,1.6285714285714286,113,56,39,114,175,414,305,601.3743961352657,0.27294685990338163,0.13526570048309178,0.09420289855072464,0.2753623188405797,0.4227053140096618,mainstream_all,20,2022,4,15,WP20
112,2022-05-13,2022-06-02,11,0.21285140562248994,0.6385542168674698,1.9679401993355483,0.18795180722891566,0.42168674698795183,0.02891566265060241,2.2721518987341773,1.5483870967741935,0.7428571428571429,1.9775280898876404,1.3821656050955413,158,31,35,89,157,415,301,631.7590361445783,0.38072289156626504,0.0746987951807229,0.08433734939759036,0.21445783132530122,0.3783132530120482,mainstream_all,20,2022,5,20,WP20
113,2022-06-02,2022-06-24,11,0.1881014873140857,0.5643044619422573,1.9229428172942817,0.1994750656167979,0.34908136482939633,0.015748031496062992,2.3916666666666666,2.026315789473684,0.5625,2.0684931506849313,1.5032258064516129,120,38,16,73,155,381,239,617.3333333333334,0.31496062992125984,0.09973753280839895,0.04199475065616798,0.19160104986876642,0.4068241469816273,mainstream_all,20,2022,6,22,WP20
114,2022-06-24,2022-07-07,12,0.2059620596205962,0.6178861788617886,1.803030303030303,0.17073170731707318,0.43902439024390244,0.008130081300813009,2.0303030303030303,2.5,1.6538461538461537,1.9019607843137254,1.625,33,6,26,51,32,123,99,599.2764227642276,0.2682926829268293,0.04878048780487805,0.21138211382113822,0.4146341463414634,0.2601626016260163,mainstream_all,20,2022,6,13,WP20
115,2022-07-07,2022-07-22,11,0.208,0.624,1.8244047619047619,0.168,0.428,0.028,2.049382716049383,3.0625,1.0769230769230769,1.9189189189189189,1.6170212765957446,81,16,13,37,94,250,168,561.0,0.324,0.064,0.052,0.148,0.376,mainstream_all,20,2022,7,15,WP20
116,2022-07-22,2022-08-04,12,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2022,7,13,
117,2022-08-04,2022-08-19,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2022,8,15,
118,2022-08-19,2022-09-01,12,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2022,8,13,
119,2022-09-01,2022-09-16,13,0.2328767123287671,0.6986301369863014,2.3714285714285714,0.2089041095890411,0.4691780821917808,0.02054794520547945,2.7837837837837838,3.0,1.1578947368421053,2.2096774193548385,1.8035714285714286,111,18,19,62,112,292,210,684.6541095890411,0.3801369863013699,0.06164383561643835,0.06506849315068493,0.21232876712328766,0.3835616438356164,mainstream_all,20,2022,9,15,WP20
120,2022-09-16,2022-10-06,14,0.27289719626168224,0.8186915887850468,2.134271671134942,0.22990654205607478,0.5607476635514018,0.028037383177570093,2.6363636363636362,2.6206896551724137,0.8648648648648649,1.5576923076923077,1.5970149253731343,209,29,37,104,201,535,373,600.4953271028037,0.39065420560747666,0.05420560747663551,0.0691588785046729,0.19439252336448598,0.37570093457943926,mainstream_all,20,2022,9,20,WP20
121,2022-10-06,2022-10-14,15,0.3316062176165803,0.9948186528497409,2.0607235142118863,0.35233160621761656,0.5803108808290155,0.06217616580310881,2.7058823529411766,3.272727272727273,0.4166666666666667,1.510204081632653,1.8055555555555556,51,33,12,49,72,193,129,580.7875647668394,0.26424870466321243,0.17098445595854922,0.06217616580310881,0.2538860103626943,0.37305699481865284,mainstream_all,20,2022,10,8,WP20
122,2022-10-14,2022-11-03,15,0.27076923076923076,0.8123076923076923,2.003888888888889,0.20923076923076922,0.5384615384615384,0.06461538461538462,2.314814814814815,2.7777777777777777,0.9333333333333333,1.86,1.7762237762237763,108,45,15,50,143,325,210,598.0676923076923,0.3323076923076923,0.13846153846153847,0.046153846153846156,0.15384615384615385,0.44,mainstream_all,20,2022,10,20,WP20
123,2022-11-03,2022-11-11,14,0.22821576763485477,0.6846473029045643,1.9322916666666667,0.1950207468879668,0.4605809128630705,0.029045643153526972,2.859154929577465,2.642857142857143,0.6521739130434783,1.5185185185185186,1.434782608695652,71,14,23,81,69,241,160,557.2697095435684,0.2946058091286307,0.058091286307053944,0.0954356846473029,0.3360995850622407,0.2863070539419087,mainstream_all,20,2022,11,8,WP20
124,2022-11-11,2022-12-01,14,0.25183374083129584,0.7555012224938875,1.908305462653289,0.2273838630806846,0.4963325183374083,0.03178484107579462,2.230769230769231,2.473684210526316,0.782608695652174,1.7333333333333334,1.5284090909090908,169,38,46,75,176,409,299,650.8899755501222,0.4132029339853301,0.09290953545232274,0.11246943765281174,0.18337408312958436,0.43031784841075793,mainstream_all,20,2022,11,20,WP20
125,2022-12-01,2022-12-09,15,0.24555160142348753,0.7366548042704626,2.199915824915825,0.2277580071174377,0.47330960854092524,0.03558718861209965,2.349514563106796,3.3142857142857145,1.3666666666666667,2.208955223880597,1.8571428571428572,103,35,30,67,91,281,198,561.0106761565836,0.3665480427046263,0.12455516014234876,0.10676156583629894,0.23843416370106763,0.3238434163701068,mainstream_all,20,2022,12,8,WP20
126,2022-12-09,2023-01-05,15,0.27215980024968783,0.8164794007490637,1.7828828828828829,0.16853932584269662,0.5205992509363296,0.12734082397003746,1.922077922077922,2.6285714285714286,1.15,1.794871794871795,1.5545454545454545,77,35,20,78,110,267,185,582.8389513108614,0.2883895131086142,0.13108614232209737,0.0749063670411985,0.29213483146067415,0.41198501872659177,mainstream_all,20,2022,12,27,WP20
127,2023-01-05,2023-01-19,15,0.41666666666666663,1.25,2.8567708333333335,0.36363636363636365,0.6590909090909091,0.22727272727272727,2.6666666666666665,2.857142857142857,1.4444444444444444,3.8181818181818183,2.4210526315789473,18,14,9,11,19,44,32,592.2727272727273,0.4090909090909091,0.3181818181818182,0.20454545454545456,0.25,0.4318181818181818,mainstream_all,20,2023,1,14,WP20
128,2023-01-19,2023-02-02,14,0.20394173093401885,0.6118251928020566,1.7027186761229316,0.15424164524421594,0.41131105398457585,0.04627249357326478,2.3162393162393164,2.207547169811321,0.6976744186046512,1.40625,1.384180790960452,117,53,43,96,177,389,282,595.0616966580977,0.30077120822622105,0.13624678663239073,0.11053984575835475,0.2467866323907455,0.455012853470437,mainstream_all,20,2023,1,14,WP20
129,2023-02-02,2023-02-17,15,0.24380165289256198,0.731404958677686,1.914258188824663,0.21487603305785125,0.4669421487603306,0.049586776859504134,1.925531914893617,3.4,1.2,1.775,1.5777777777777777,94,30,10,40,90,242,173,617.9380165289256,0.3884297520661157,0.12396694214876033,0.04132231404958678,0.1652892561983471,0.371900826446281,mainstream_all,20,2023,2,15,WP20
130,2023-02-17,2023-03-02,15,0.43243243243243246,1.2972972972972974,1.5527777777777778,0.2972972972972973,0.8378378378378378,0.16216216216216217,2.3333333333333335,2.8,0.6666666666666666,1.2857142857142858,1.2857142857142858,9,5,3,14,28,37,30,601.027027027027,0.24324324324324326,0.13513513513513514,0.08108108108108109,0.3783783783783784,0.7567567567567568,mainstream_all,20,2023,2,13,WP20
131,2023-03-02,2023-03-17,14,0.2839506172839506,0.8518518518518519,2.0458490566037737,0.23015873015873015,0.5026455026455027,0.11904761904761904,2.424778761061947,2.9696969696969697,0.8837209302325582,1.9651162790697674,1.9935483870967743,113,66,43,86,155,378,265,606.7460317460317,0.29894179894179895,0.1746031746031746,0.11375661375661375,0.2275132275132275,0.41005291005291006,mainstream_all,20,2023,3,15,WP20
132,2023-03-17,2023-04-06,15,0.25483503981797495,0.764505119453925,2.1262203626220364,0.22184300341296928,0.4880546075085324,0.05460750853242321,2.5903614457831323,3.2962962962962963,0.8620689655172413,1.6941176470588235,1.7748344370860927,83,54,29,85,151,293,239,618.3890784982935,0.2832764505119454,0.18430034129692832,0.09897610921501707,0.2901023890784983,0.515358361774744,mainstream_all,20,2023,3,20,WP20
133,2023-04-06,2023-04-14,15,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2023,4,8,
134,2023-04-14,2023-05-04,15,0.23492723492723494,0.7047817047817048,2.229946524064171,0.19334719334719336,0.46153846153846156,0.0498960498960499,2.569377990430622,3.101449275362319,1.0,1.9739130434782608,2.2048192771084336,209,69,31,115,166,481,374,584.7920997920997,0.43451143451143454,0.14345114345114346,0.06444906444906445,0.2390852390852391,0.34511434511434513,mainstream_all,20,2023,4,20,WP20
135,2023-05-04,2023-05-12,16,0.27956989247311825,0.8387096774193549,2.296171171171171,0.22043010752688172,0.5161290322580645,0.10215053763440861,2.242857142857143,3.8484848484848486,0.7272727272727273,2.140625,2.2025316455696204,70,33,11,64,79,186,148,584.4731182795699,0.3763440860215054,0.1774193548387097,0.05913978494623656,0.34408602150537637,0.42473118279569894,mainstream_all,20,2023,5,8,WP20
136,2023-05-12,2023-06-01,16,0.27168234064785785,0.8150470219435737,1.8522270114942527,0.2413793103448276,0.4952978056426332,0.07836990595611286,1.894736842105263,3.760869565217391,1.1428571428571428,1.9852941176470589,1.7202797202797202,95,46,21,68,143,319,232,610.7272727272727,0.29780564263322884,0.14420062695924765,0.06583072100313479,0.21316614420062696,0.4482758620689655,mainstream_all,20,2023,5,20,WP20
137,2023-06-01,2023-06-23,18,0.27114967462039047,0.8134490238611713,1.9945820433436532,0.22342733188720174,0.49891540130151846,0.0911062906724512,2.5526315789473686,3.0285714285714285,0.9047619047619048,1.8129496402877698,1.7553191489361701,114,70,42,139,188,461,323,588.8351409978308,0.2472885032537961,0.15184381778741865,0.0911062906724512,0.30151843817787416,0.4078091106290672,mainstream_all,20,2023,6,22,WP20
138,2023-06-23,2023-07-06,19,0.26077097505668934,0.782312925170068,2.4078947368421053,0.21768707482993196,0.5102040816326531,0.05442176870748299,2.9375,3.2580645161290325,0.7142857142857143,0.5217391304347826,2.3783783783783785,48,31,7,23,74,147,114,596.734693877551,0.32653061224489793,0.2108843537414966,0.047619047619047616,0.1564625850340136,0.5034013605442177,mainstream_all,20,2023,6,13,WP20
139,2023-07-06,2023-07-21,20,0.22427035330261136,0.6728110599078341,2.2001061571125264,0.12903225806451613,0.45622119815668205,0.08755760368663594,2.611940298507463,2.92,1.0952380952380953,1.8356164383561644,1.9873417721518987,67,25,21,73,79,217,157,609.8940092165899,0.3087557603686636,0.1152073732718894,0.0967741935483871,0.33640552995391704,0.3640552995391705,mainstream_all,20,2023,7,15,WP20
140,2023-07-21,2023-08-04,20,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2023,7,14,
141,2023-08-04,2023-08-18,21,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2023,8,14,
142,2023-08-18,2023-08-31,21,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2023,8,13,
143,2023-08-31,2023-09-15,22,0.3222222222222222,0.9666666666666667,2.5314900153609834,0.27,0.6366666666666667,0.06,2.75968992248062,3.5588235294117645,1.8888888888888888,2.0,2.1052631578947367,129,34,27,45,114,300,217,683.0133333333333,0.43,0.11333333333333333,0.09,0.15,0.38,mainstream_all,20,2023,8,15,WP20
144,2023-09-15,2023-09-28,22,0.2728093947606142,0.8184281842818428,2.548076923076923,0.21680216802168023,0.5176151761517616,0.08401084010840108,2.6210526315789475,4.423728813559322,0.84,2.217391304347826,2.4954954954954953,95,59,25,69,111,369,208,560.3414634146342,0.25745257452574527,0.15989159891598917,0.06775067750677506,0.18699186991869918,0.3008130081300813,mainstream_all,20,2023,9,13,WP20
145,2023-09-28,2023-10-13,22,0.2633744855967078,0.7901234567901234,2.420351473922903,0.16049382716049382,0.4691358024691358,0.16049382716049382,2.0763358778625953,4.302631578947368,1.1379310344827587,3.0112359550561796,2.1951219512195124,131,76,29,89,164,405,294,570.6148148148148,0.3234567901234568,0.18765432098765433,0.07160493827160494,0.21975308641975308,0.4049382716049383,mainstream_all,20,2023,9,15,WP20
146,2023-10-13,2023-11-02,23,0.25325884543761634,0.7597765363128491,2.3198924731182795,0.1787709497206704,0.4441340782122905,0.13687150837988826,2.516949152542373,3.7837837837837838,1.4390243902439024,2.095744680851064,2.2803030303030303,118,74,41,94,132,358,279,557.8435754189944,0.329608938547486,0.20670391061452514,0.11452513966480447,0.26256983240223464,0.3687150837988827,mainstream_all,20,2023,10,20,WP20
147,2023-11-02,2023-11-10,22,0.308411214953271,0.9252336448598131,2.3697222222222223,0.2850467289719626,0.5046728971962616,0.13551401869158877,2.793103448275862,4.45,1.5217391304347827,2.3157894736842106,2.2987012987012987,29,40,23,57,77,214,120,557.8130841121496,0.13551401869158877,0.18691588785046728,0.10747663551401869,0.26635514018691586,0.3598130841121495,mainstream_all,20,2023,11,8,WP20
148,2023-11-10,2023-12-07,21,0.2924628450106157,0.8773885350318471,2.3811793785310735,0.2340764331210191,0.5334394904458599,0.10987261146496816,2.6354679802955663,3.49,1.5555555555555556,2.476923076923077,2.0789473684210527,203,100,72,195,266,628,472,589.5334394904459,0.3232484076433121,0.1592356687898089,0.11464968152866242,0.3105095541401274,0.42356687898089174,mainstream_all,20,2023,11,27,WP20
149,2023-12-07,2023-12-22,21,0.289193302891933,0.867579908675799,1.9059610705596108,0.228310502283105,0.4794520547945205,0.1598173515981735,2.081081081081081,4.170731707317073,0.6666666666666666,1.5972222222222223,2.022222222222222,37,41,24,72,90,219,137,639.945205479452,0.1689497716894977,0.1872146118721461,0.1095890410958904,0.3287671232876712,0.410958904109589,mainstream_all,20,2023,12,15,WP20
150,2023-12-22,2024-01-04,21,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2023,12,13,
